sentence1,sentence2,gold_score,predicted_score,error,signed_error,error_category
A woman and child push strollers down the sidewalk.,A women and a young girl walking pushchairs along the sidewalk.,0.6800000190734863,0.7112108469009399,0.031210827827453658,0.031210827827453658,Excellent
A white bird flying up onto a tree.,A white cat laying on a sheet.,0.24000000953674316,0.3037058115005493,0.06370580196380615,0.06370580196380615,Good
"A woman at the dining table with wine, beer, and lemons.",Four women and two men sit at a long table in a restaurant.,0.27999999523162844,0.3466123342514038,0.06661233901977537,0.06661233901977537,Good
A laptop computer and a computer monitor.,A laptop and a PC at a workstation.,0.5199999809265137,0.8105481266975403,0.2905481457710266,0.2905481457710266,Poor
A white cat laying on an office chair.,A white cat laying on a sheet.,0.48000001907348633,0.7713028788566589,0.2913028597831726,0.2913028597831726,Poor
A small yellow boat sitting on a tropical beach.,A small girl sits on a stone ledge near a white flowering plant.,0.0,0.22659026086330414,0.22659026086330414,0.22659026086330414,Poor
Two women are sheering a white sheep inside of a wooden building.,Two women shearing a white sheep in a wooden stall.,0.8,0.7458192706108093,0.05418072938919072,-0.05418072938919072,Good
A man with glasses and two plastic bottles in the foreground.,A man talking with two water bottles sitting in front of him.,0.6,0.6540716290473938,0.05407162904739382,0.05407162904739382,Good
A close-up of a brown horse.,A close-up of a horse.,0.8,0.8531348705291748,0.05313487052917476,0.05313487052917476,Good
An office with multiple desks and green walls.,Small office space with bright green walls.,0.8,0.7977169752120972,0.0022830247879028764,-0.0022830247879028764,Excellent
A woman leading a white horse.,A man in a tux on a white horse.,0.4,0.45739567279815674,0.057395672798156716,0.057395672798156716,Good
A man on a motorcycle performing a wheelie.,Motorcyclist performing a wheelie next to a car.,0.8,0.7474979758262634,0.05250202417373662,-0.05250202417373662,Good
Left side of a silver train engine.,A close-up of a black train engine.,0.4400000095367432,0.7070441246032715,0.2670441150665283,0.2670441150665283,Poor
Blue couch and twin bed in a living room.,A leather couch and wooden table in a living room.,0.4400000095367432,0.6535616517066956,0.21356164216995238,0.21356164216995238,Poor
A white bicycle stands on a floor.,Old style bicycle parked on floor.,0.6800000190734863,0.6180540323257446,0.061945986747741655,-0.061945986747741655,Good
A bird eating from a bird feeder.,A yellow bird eating fruit on a bird feeder.,0.6400000095367432,0.819094181060791,0.17909417152404783,0.17909417152404783,Fair
Black bird sitting on a concrete slab.,Black bird standing on concrete.,0.8,0.8270372748374939,0.027037274837493852,0.027037274837493852,Excellent
Dark colored dog standing in grassy field.,A grey dog standing in a grassy field.,0.6400000095367432,0.8738313913345337,0.2338313817977905,0.2338313817977905,Poor
A young blonde girl wearing a smile and a bicycle helmet.,A young girl wearing a bike helmet with a bicycle in the background.,0.7599999904632568,0.7599291801452637,7.081031799316406e-05,-7.081031799316406e-05,Excellent
Two brown horses standing in grassy field.,Brown horse standing in middle of grassy field.,0.6,0.849604606628418,0.249604606628418,0.249604606628418,Poor
Boy lying on couch with small white dog.,A small boy laying on a sofa with a dog.,0.8,0.8720512986183167,0.0720512986183166,0.0720512986183166,Good
A woman is laying down on the floor and holding a baby up above her.,A man is laying on the floor holding a baby up above him.,0.4400000095367432,0.8009153604507446,0.36091535091400145,0.36091535091400145,Poor
A grey house with a red door.,House with a red door.,0.6800000190734863,0.8532499074935913,0.17324988842010502,0.17324988842010502,Fair
A woman with a white horse.,A woman leading a white horse.,0.7599999904632568,0.8917605876922607,0.1317605972290039,0.1317605972290039,Fair
Depressed woman sitting on couch.,Older woman holding newborn baby.,0.0,0.21628019213676453,0.21628019213676453,0.21628019213676453,Poor
An elderly woman catches a ride on the back of the bicycle.,The boats are on the water located in front of the mountain.,0.0,0.15329402685165405,0.15329402685165405,0.15329402685165405,Fair
The brown and white cows are eating in the trough.,Brown and white cows are eating from a trough.,0.9600000381469727,0.9749834537506104,0.014983415603637695,0.014983415603637695,Excellent
"A young woman with outstretched arms stands in front of a ""Going Places"" bus.",TThe girl is standing in front of the open door of the bus.,0.6,0.6375747919082642,0.03757479190826418,0.03757479190826418,Excellent
Black and white cow standing in grassy field.,A black and white photo of a man standing next to a bus.,0.1600000023841858,0.11469163745641708,0.04530836492776871,-0.04530836492776871,Excellent
A group of people having a meal outside.,A group of people eat at a table outside.,0.8399999618530274,0.8491172790527344,0.009117317199706987,0.009117317199706987,Excellent
Two cats sitting together on the sofa looking out the window.,Two cats sit on the back of a couch looking out the window.,0.8399999618530274,0.9176958799362183,0.07769591808319087,0.07769591808319087,Good
A man sitting on a bench looking at a dog on a leash sitting on sidewalk.,A women holds a small baby while sitting on a sofa.,0.0,0.08787792176008224,0.08787792176008224,0.08787792176008224,Good
A blue scooter parked on a sidewalk.,A blue moped parked on the sidewalk.,0.8399999618530274,0.7744998931884766,0.06550006866455083,-0.06550006866455083,Good
Two gray dogs run together over the green grass.,Two grey dogs running in green grass.,0.9199999809265137,0.900948166847229,0.01905181407928469,-0.01905181407928469,Excellent
Two dogs are running in a grassy field,Two dogs running through a grassy field.,1.0,0.9472609758377075,0.05273902416229248,-0.05273902416229248,Good
The couple is sitting near the water in lawn chairs.,The boy hops from one picnic table to the other in the park.,0.0,0.10039617121219635,0.10039617121219635,0.10039617121219635,Good
German Shephard jumping through black hoop while people watch,A dog jumps through a hoop.,0.6400000095367432,0.45270875096321106,0.18729125857353213,-0.18729125857353213,Fair
A group of people standing in the street,A woman addressing a diverse group of people standing in the street.,0.5199999809265137,0.6189162135124207,0.09891623258590698,0.09891623258590698,Good
A dog runs on brown grass.,A wet dog runs through the yellow grass holding a tennis ball.,0.4400000095367432,0.5078705549240112,0.06787054538726806,0.06787054538726806,Good
The man and two young boys jump on a trampoline.,A man and two boys jump on a trampoline.,0.9199999809265137,0.97953861951828,0.059538638591766335,0.059538638591766335,Good
"A man eating an apple, sitting in public.",A man sits in a public place eating an apple.,1.0,0.9630826711654663,0.03691732883453369,-0.03691732883453369,Excellent
two young girls hug each other in the grass.,two young girls holding each other on the grassy ground,0.9199999809265137,0.7423276901245117,0.17767229080200198,-0.17767229080200198,Fair
Two white dogs are walking through deep white snow.,Two white dogs walk through a huge bank of mountain snow.,0.9199999809265137,0.8803921341896057,0.03960784673690798,-0.03960784673690798,Excellent
Four girls in swimsuits are playing volleyball at the beach.,Four women in bikinis are playing volleyball on the beach.,0.9600000381469727,0.8267674446105957,0.13323259353637695,-0.13323259353637695,Fair
Kids playing ball in the park.,Two dogs playing by the shore.,0.12000000476837158,0.17037490010261536,0.050374895334243774,0.050374895334243774,Good
A man in a dress suit is riding a bike down the paved road.,A man is using a large pole to remove letters from a sign.,0.04000000059604645,0.09913747757673264,0.059137476980686186,0.059137476980686186,Good
A black and white dog is running in a grassy garden surrounded by a white fence.,A black and white dog is jumping over a hurdle.,0.4400000095367432,0.358384907245636,0.08161510229110719,-0.08161510229110719,Good
The group of hikers is resting in front of a mountain.,Several hikers rest with their gear in front of a mountain.,0.9600000381469727,0.8618738651275635,0.09812617301940918,-0.09812617301940918,Good
Two girls in blue and teal dresses and large hats are standing next to a large tree trunk.,"A woman, a little boy, and a tiny baby are standing in front of a cow statue.",0.24000000953674316,0.2754756510257721,0.03547564148902893,0.03547564148902893,Excellent
A woman is sitting up asleep with her head resting on her hand.,A man who is resting his head on his hand.,0.4400000095367432,0.4997559189796448,0.0597559094429016,0.0597559094429016,Good
A young boy jumping into a lake.,The boy is jumping into a lake.,0.9199999809265137,0.9115411639213562,0.008458817005157493,-0.008458817005157493,Excellent
A black dog is chasing two birds on the shore of the ocean.,A dog is running along the beach beside the ocean.,0.5199999809265137,0.5691123604774475,0.04911237955093384,0.04911237955093384,Excellent
A man and a woman on a bench.,A man and woman sit on a park bench.,0.7199999809265136,0.7690964937210083,0.04909651279449467,0.04909651279449467,Excellent
The brown dog is laying down on a blue sheet.,A brown dog and two black dogs in an overgrown grassy field.,0.1600000023841858,0.18388105928897858,0.02388105690479278,0.02388105690479278,Excellent
Two dogs fighting in the snow.,Two dogs standing in the snow.,0.48000001907348633,0.7685518264770508,0.28855180740356445,0.28855180740356445,Poor
The man and two young boys jump on a trampoline.,A man and two boys are bouncing on a trampoline.,0.9600000381469727,0.8961255550384521,0.06387448310852051,-0.06387448310852051,Good
A man practicing boxing,A man practices boxing,1.0,0.9549288749694824,0.04507112503051758,-0.04507112503051758,Excellent
The girl with the blue bucket splashes beneath the pier.,The girl in the ski jacket is walking near the buildings.,0.0800000011920929,0.3160040080547333,0.2360040068626404,0.2360040068626404,Poor
A group of people stand in the sand looking out at the water.,A group of people are standing on the beach in front of some boats.,0.6400000095367432,0.7077652215957642,0.06776521205902097,0.06776521205902097,Good
A black dog is running after a white dog in the snow.,Black dog chasing brown dog through snow,0.3599999904632568,0.694169819355011,0.3341698288917542,0.3341698288917542,Poor
A small white dog running across a lawn.,A small white dog running,0.6400000095367432,0.8018434643745422,0.16184345483779905,0.16184345483779905,Fair
The white and brown dog is running quickly through the grass.,The big white dog is running in the grass.,0.6800000190734863,0.7032531499862671,0.023253130912780806,0.023253130912780806,Excellent
A black dog is running in the grass.,The black dog is running through the grass.,0.9600000381469727,0.9260292053222656,0.03397083282470703,-0.03397083282470703,Excellent
A black and white dog swimming in clear water.,A small black and white dog is swimming in water.,0.8399999618530274,0.8423199653625488,0.00232000350952144,0.00232000350952144,Excellent
Black and white dog running through water.,A black and white dog is running through grass.,0.5199999809265137,0.716716468334198,0.19671648740768433,0.19671648740768433,Fair
two dogs running in the snow,A dog laying in the snow.,0.4400000095367432,0.4966452717781067,0.056645262241363514,0.056645262241363514,Good
A golden dog is running through the snow.,A pack of sled dogs pulling a sled through a town.,0.27999999523162844,0.27461570501327515,0.005384290218353294,-0.005384290218353294,Excellent
A skateboarder on a city street.,"A skateboarder in the air at a big, outdoor ramp.",0.5199999809265137,0.6740349531173706,0.15403497219085693,0.15403497219085693,Fair
A girl bounces in a bounce house.,A girl dances like a man in costume,0.24000000953674316,0.30138134956359863,0.06138134002685547,0.06138134002685547,Good
A brown and white dog is catching a tennis ball while standing on its hind legs.,the brown and white dog is carrying a stick in his mouth.,0.3599999904632568,0.46375957131385803,0.10375958085060122,0.10375958085060122,Good
a wet black dog with a red collar is in the river,A black dog with a red collar wading through the water.,0.8,0.834770679473877,0.03477067947387691,0.03477067947387691,Excellent
Two people are walking by the ocean.,Two men in fleeces and hats looking at the camera.,0.0800000011920929,0.15118907392024994,0.07118907272815704,0.07118907272815704,Good
Two little girls in pink are dancing.,Two ladies jogging on a path near the waterfront.,0.0,0.24841134250164032,0.24841134250164032,0.24841134250164032,Poor
A woman in jeans plays a video game in front of a large screen.,A man and a woman are posing for a photograph in front of a yellow flower-bed.,0.0800000011920929,0.00657353550195694,0.07342646569013596,-0.07342646569013596,Good
Two people walking along the shore at sunset.,Two people walking along the beach at sunset towarn a group of people.,0.6,0.8468966484069824,0.24689664840698244,0.24689664840698244,Poor
A black dog is running through the snow.,The black and brown dog is running through the snow.,0.8,0.8918766379356384,0.09187663793563838,0.09187663793563838,Good
A woman in a pink bikini is laying on a deck lounge chair that is covered with a pink towel.,A woman in a white shirt and black skirt on a tennis court.,0.27999999523162844,0.2741459608078003,0.005854034423828147,-0.005854034423828147,Excellent
Three people stand in an outdoor glass structure.,A girl stands high on an obstacle course platform.,0.0800000011920929,0.15740466117858887,0.07740465998649597,0.07740465998649597,Good
A group of people are at a convention waving American flags.,A crowd of people at an outdoor event,0.48000001907348633,0.3832630217075348,0.09673699736595154,-0.09673699736595154,Good
A boy skateboards down the railing of some graffiti stairs,A skateboarder is jumping over an obstacle in front of a white house.,0.5599999904632569,0.33134138584136963,0.22865860462188725,-0.22865860462188725,Poor
A white dog is running through the water at a beach,A white dog is running through the water onto the shore.,0.9199999809265137,0.8758714199066162,0.04412856101989748,-0.04412856101989748,Excellent
A man and woman blow bubbles.,A man and a woman in glasses blow bubbles.,0.8399999618530274,0.9314291477203369,0.09142918586730953,0.09142918586730953,Good
a skateboard performs a trick off a quarter pipe.,A skateboarder attempts to do a trick over a homemade ramp.,0.6400000095367432,0.5592761039733887,0.08072390556335451,-0.08072390556335451,Good
A woman and a man are amused by headphones.,A man and a woman resting after exercise.,0.24000000953674316,0.35027435421943665,0.11027434468269348,0.11027434468269348,Good
Two girls walking in the ocean.,two girls walking in the street,0.3599999904632568,0.6734315156936646,0.31343152523040774,0.31343152523040774,Poor
Boat sails in rough water.,A man is kayaking in rough waters.,0.5199999809265137,0.5286511778831482,0.008651196956634521,0.008651196956634521,Excellent
Three dogs are playing in the white snow.,Two dogs are playing in the grass.,0.3200000047683716,0.44851601123809814,0.12851600646972655,0.12851600646972655,Fair
A man in red swim trunks playing volleyball.,A man and woman sitting on a motorcycle.,0.0,-0.0022458694875240326,0.0022458694875240326,-0.0022458694875240326,Excellent
Two people in snowsuits laying in the snow making snow angels,Two children lying in the snow making snow angels,0.7599999904632568,0.785369873046875,0.025369882583618164,0.025369882583618164,Excellent
A little blonde girl is standing in front of a water fountain.,A young girl standing in front of a fountain,0.8,0.7985960245132446,0.0014039754867554155,-0.0014039754867554155,Excellent
A boy riding on a swing.,A young boy riding in a swing.,0.9600000381469727,0.9144114255905151,0.04558861255645752,-0.04558861255645752,Excellent
A black dog running through the snow.,A black dog runs through the water.,0.48000001907348633,0.7261086106300354,0.24610859155654907,0.24610859155654907,Poor
A black dog walking beside a pool.,A black dog is walking along the side of a pool.,1.0,0.9497263431549072,0.05027365684509277,-0.05027365684509277,Good
The man is wearing a black shirt and hat and smiling.,A man is lifting a little girl above his head.,0.0,0.11526022106409073,0.11526022106409073,0.11526022106409073,Fair
A man and a woman are riding bikes on a street.,A man and woman are riding bicycles across a junction in the city.,0.7199999809265136,0.7548150420188904,0.03481506109237675,0.03481506109237675,Excellent
Two dogs in the snow,Two dogs play in the grass.,0.48000001907348633,0.5963181257247925,0.11631810665130615,0.11631810665130615,Fair
Three dogs playing in the snow.,Three dogs run in the snow.,0.8399999618530274,0.8571192026138306,0.017119240760803178,0.017119240760803178,Excellent
The boy in the orange shirt is throwing the ball.,The black and white muzzled dog is leaping above the grass.,0.04000000059604645,0.15106326341629028,0.11106326282024384,0.11106326282024384,Good
Several people are sitting around a fire at night.,A group of people sit around a blazing fire at night.,0.8399999618530274,0.9354490041732788,0.09544904232025142,0.09544904232025142,Good
Two dogs fighting in the snow.,Two dogs play in the snow.,0.6400000095367432,0.8237888216972351,0.18378881216049192,0.18378881216049192,Fair
A group of people are in the water.,A group of people ride in a race,0.12000000476837158,0.5008500218391418,0.38085001707077026,0.38085001707077026,Poor
Two dogs are sniffing something in the rocks.,Two dogs running down a path in the woods.,0.3200000047683716,0.38939180970191956,0.06939180493354796,0.06939180493354796,Good
A black dog lays in the sand.,Kids play in the water,0.0,0.030538849532604218,0.030538849532604218,0.030538849532604218,Excellent
A man dressed in black wearing a hat and glasses in front of a red wall.,A woman in a white shirt standing in front of a brick wall.,0.27999999523162844,0.2939487099647522,0.013948714733123757,0.013948714733123757,Excellent
A man helps a boy ride a bike.,The man helps the boy ride a bike.,0.9600000381469727,0.9752527475357056,0.01525270938873291,0.01525270938873291,Excellent
The two dogs are playing fetch in the snow.,The dogs play in the snow.,0.8,0.8250435590744019,0.02504355907440181,0.02504355907440181,Excellent
Two dogs are playing on the beach together.,Two black dogs are playing in a grass.,0.6,0.5523709058761597,0.04762909412384031,-0.04762909412384031,Excellent
Two tan and white dogs and one tan dog racing down the beach near the water.,Lady in a pink Tinkerbell jacket stands next to the railing and looks out at the water.,0.04000000059604645,0.07406553626060486,0.03406553566455841,0.03406553566455841,Excellent
A man is riding a bicycle on a dirt path.,Two dogs running along dirt path.,0.3200000047683716,0.3231980800628662,0.003198075294494618,0.003198075294494618,Excellent
A seated young woman in a hat is reading at a coffee shop.,a woman enjoying her reading at a coffee shop,0.8800000190734864,0.7923154234886169,0.08768459558486941,-0.08768459558486941,Good
A black and white dog is running through the grass.,The black and white dog is running on the grass.,0.9600000381469727,0.916883111000061,0.04311692714691162,-0.04311692714691162,Excellent
A woman stands with her arms out at her sides while another takes a picture.,A man stands in a crowd holding a white object.,0.0800000011920929,0.1708892583847046,0.09088925719261169,0.09088925719261169,Good
"Many people are on the beach, near a building with flags flying.",A busy beach has people scattered on it watching the sky.,0.48000001907348633,0.6086760759353638,0.12867605686187744,0.12867605686187744,Fair
Black and white dog running through water.,A tan and white dog runs through water.,0.6,0.8239831924438477,0.22398319244384768,0.22398319244384768,Poor
"Three clowns in bright, multi-colored costumes.",Three women in brightly colored dresses.,0.4,0.4942159056663513,0.0942159056663513,0.0942159056663513,Good
Two beige dogs play in the grass.,two tan dogs play in the grass,0.9199999809265137,0.8918308019638062,0.028169178962707542,-0.028169178962707542,Excellent
A dog and a red ball in the air.,A dog digs a hole in a yard.,0.2,0.3246866464614868,0.1246866464614868,0.1246866464614868,Fair
A dog jogs through the grass.,a dog trots through the grass.,1.0,0.6826697587966919,0.3173302412033081,-0.3173302412033081,Poor
Group of little girls and a dog standing on the road.,a group of people white water rafting in a blue raft.,0.27999999523162844,0.08274587243795395,0.1972541227936745,-0.1972541227936745,Fair
A man in a grey suit kneels in front of a woman in a white dress.,A woman in red with a beer followed by a man in white.,0.0,0.372392475605011,0.372392475605011,0.372392475605011,Poor
A brown and white dog with a pink Frisbee in it's mouth is humping over a man's back.,"a dog with a Frisbee in its mouth, jumps over a man.",0.6,0.7820295691490173,0.18202956914901736,0.18202956914901736,Fair
A dog and cat laying down together.,Two grey dogs are carrying a stick in the water.,0.12000000476837158,0.1858716607093811,0.06587165594100952,0.06587165594100952,Good
A family is playing on the beach with their dog.,A naked little girl being thrown into the air.,0.0,-0.08702497184276581,0.08702497184276581,-0.08702497184276581,Good
a dog runs through the long grass.,A dog lays down in the long green grass.,0.5199999809265137,0.5517539978027344,0.0317540168762207,0.0317540168762207,Excellent
A group of people are camping out on some rocks.,A group of people are standing beside a fire truck.,0.24000000953674316,0.3252324163913727,0.08523240685462952,0.08523240685462952,Good
There is a black dog jumping into a swimming pool.,A black dog is leaping into a swimming pool.,1.0,0.9484306573867798,0.051569342613220215,-0.051569342613220215,Good
Three dogs playing in the snow while one dog wears a jacket.,"Three dogs playing in the snow, with a city in the background.",0.6800000190734863,0.8304842710494995,0.15048425197601323,0.15048425197601323,Fair
A group of people in boats racing towards the shore.,A group of people stand together and pose in front of a house.,0.1600000023841858,0.2141246348619461,0.05412463247776031,0.05412463247776031,Good
"A crowd of people stand on a rural road, a field behind them, a forest in front.",A bunch of people standing next to a car with it's trunk open.,0.1600000023841858,0.35061874985694885,0.19061874747276306,0.19061874747276306,Fair
A Japanese swordsman jumps into the air.,A woman is getting her dog to jump in the air.,0.2,0.2948562204837799,0.0948562204837799,0.0948562204837799,Good
A man wearing US flag boxer shorts is standing on a stairway.,A woman wearing a white shirt stands on the street.,0.0,0.21741066873073578,0.21741066873073578,0.21741066873073578,Poor
A group of seven people are rafting in the rapids in a green boat.,A group of people are standing and sitting around on the ground at night.,0.0,0.2469717115163803,0.2469717115163803,0.2469717115163803,Poor
A man with long hair is looking through a camera.,A man with sunglasses looking straight ahead.,0.4,0.4807078242301941,0.08070782423019407,0.08070782423019407,Good
The black and brown dog is playing in the yard.,The black and tan dog is chasing something he has spotted.,0.48000001907348633,0.46517086029052734,0.014829158782958984,-0.014829158782958984,Excellent
A boy is jumping into the water with a ball in his hand.,A little boy swimming underwater with a toy in his hand.,0.4400000095367432,0.5875295996665955,0.14752959012985228,0.14752959012985228,Fair
A person wearing scuba gear is swimming underwater water.,A person is scuba diving in very clear blue water.,0.7599999904632568,0.697137713432312,0.06286227703094482,-0.06286227703094482,Good
This dog is jumping through the water.,Two dogs running through the water on a beach.,0.4400000095367432,0.389529287815094,0.05047072172164918,-0.05047072172164918,Good
a young girl smiling with her head upside down,A girl poses with her head upside down.,0.9199999809265137,0.7937616109848022,0.12623836994171145,-0.12623836994171145,Fair
Two women holding checkered flags near an orange car.,Two ladies in skimpy clothes pose next to an old fashioned car.,0.5599999904632569,0.4792782664299011,0.08072172403335576,-0.08072172403335576,Good
A hockey player looks intently downward.,A hockey player during a game.,0.4,0.7471795082092285,0.3471795082092285,0.3471795082092285,Poor
Two brown dogs chase each other in the snow.,Two brown dogs are playing with each other in the snow.,0.8399999618530274,0.8311598896980286,0.008840072154998824,-0.008840072154998824,Excellent
Children are playing on a trampoline in the snow.,Several children and jumping on a trampoline in the snow.,0.9,0.8727018237113953,0.02729817628860476,-0.02729817628860476,Excellent
A dog with a stick follows another dog through the water.,A four wheel drive car is driving through the mud.,0.0,0.06519998610019684,0.06519998610019684,0.06519998610019684,Good
A black and brown dog is chewing on a large stick.,A black and white dog playing in the sand.,0.3599999904632568,0.47977685928344727,0.11977686882019045,0.11977686882019045,Fair
Two black dogs playing in the grass.,Two dogs play in the grass.,0.8399999618530274,0.8686058521270752,0.028605890274047807,0.028605890274047807,Excellent
Two boys are jumping into a pool.,Two boys are in midair jumping into an inground pool.,0.8399999618530274,0.9109863638877869,0.07098640203475948,0.07098640203475948,Good
A group of men walk and hang onto ropes.,A group of men play a college football game.,0.27999999523162844,0.301637202501297,0.021637207269668557,0.021637207269668557,Excellent
A black person in black and red is sleeping on a bench with an open black umbrella.,A man sitting up taking a nap on a park bench with an open umbrella protecting him from the sun.,0.7199999809265136,0.5794169306755066,0.14058305025100704,-0.14058305025100704,Fair
A man with a grey beard rides his bike on the beach of the ocean.,A spotted dog stands on his hind legs to catch a ball on the beach.,0.12000000476837158,0.22321584820747375,0.10321584343910217,0.10321584343910217,Good
A Golden Retriever jumping off a wood porch.,A golden retriever is jumping off a wooden porch,1.0,0.984046459197998,0.015953540802001953,-0.015953540802001953,Excellent
A man is skating down a set of stairs.,The man is skiing down a snowy hill.,0.1600000023841858,0.37912440299987793,0.21912440061569213,0.21912440061569213,Poor
A lady with a yellow outfit is in the air above the bed in a yellow room.,A dog with a red leash still attached chases over the grass toward a tennis ball.,0.0,-0.08010327816009521,0.08010327816009521,-0.08010327816009521,Good
A skier is jumping in the air over a snowfield near a mountain range.,A woman is sitting near a flower bed overlooking a tunnel.,0.0,0.10636897385120392,0.10636897385120392,0.10636897385120392,Good
The dogs are playing in the snow.,Two dogs playing on the shore.,0.3599999904632568,0.4697379171848297,0.1097379267215729,0.1097379267215729,Good
A young boy in red swim trunks is jumping into a pool.,A dog is being squirted with a hose as it jumps into a paddling pool.,0.1600000023841858,0.38330304622650146,0.22330304384231567,0.22330304384231567,Poor
Two dogs are running on the grass in front of the trees.,A brown dog is running on the grass in front of some trees.,0.5599999904632569,0.670314610004425,0.11031461954116817,0.11031461954116817,Good
a young boy climbing on a rock wall,Five greyhounds are racing on a sand track.,0.0,-0.0794527679681778,0.0794527679681778,-0.0794527679681778,Good
A skateboarder jumps off the stairs.,A dog jumps off the stairs.,0.1600000023841858,0.565605640411377,0.4056056380271912,0.4056056380271912,Poor
Two dogs running together and one has a duck toy in its mouth.,a black and white dog walking through the grass with a long stick in his mouth.,0.3599999904632568,0.3751031160354614,0.015103125572204612,0.015103125572204612,Excellent
The black and white dog is running on the grass.,A black and white dog swims in blue water.,0.27999999523162844,0.3825688362121582,0.10256884098052976,0.10256884098052976,Good
A woman runs on the beach.,a dog runs across the land.,0.3599999904632568,0.31727397441864014,0.04272601604461668,-0.04272601604461668,Excellent
A golden colored dog jumps around in the grass while holding a stick in its mouth.,A black dog is running through the grass carrying something red in its mouth.,0.48000001907348633,0.5161816477775574,0.036181628704071045,0.036181628704071045,Excellent
A white dog is playing with a ball on the beach.,A black and white dog is playing with a tan dog.,0.3200000047683716,0.40881747007369995,0.08881746530532836,0.08881746530532836,Good
Woman in black dress with red accessories is walking down the street.,Woman in a black dress walking on the street.,0.7599999904632568,0.8737504482269287,0.11375045776367188,0.11375045776367188,Fair
Two dogs approach each other in the grass.,Two dogs face off of each other on the grass.,0.9600000381469727,0.8183804750442505,0.14161956310272217,-0.14161956310272217,Fair
Our current vehicles will be in museums when everyone has their own aircraft.,The car needs to some work,0.04000000059604645,0.2938288450241089,0.2538288444280624,0.2538288444280624,Poor
A woman supervisor is instructing the male workers.,A woman is working as a nurse.,0.2,0.3274018466472626,0.12740184664726256,0.12740184664726256,Fair
The sky has very little to no clouds.,"This Lady might be ready for Rock Climbing, or just watching the Clouds, above.",0.0800000011920929,0.25519925355911255,0.17519925236701966,0.17519925236701966,Fair
The young boy jumps barefoot outside in the front yard.,The teen rode his bike around the people walking in the courtyard.,0.0800000011920929,0.2636105716228485,0.18361057043075563,0.18361057043075563,Fair
There are dogs in the forest.,The dogs are alone in the forest.,0.8,0.7449413537979126,0.05505864620208745,-0.05505864620208745,Good
Some cyclists stop near a sign.,Two men stop to talk near a sign outside.,0.6800000190734863,0.5434579849243164,0.13654203414916988,-0.13654203414916988,Fair
These cooks in the white are busy in the kitchen making dinner for their customers.,The women are preparing dinner in their kitchen.,0.6,0.5198559165000916,0.08014408349990843,-0.08014408349990843,Good
A man is carrying a canoe with a dog.,A dog is carrying a man in a canoe.,0.3599999904632568,0.9295337200164795,0.5695337295532227,0.5695337295532227,Poor
a woman watches a rap group live,An audience watches a girl dance.,0.4400000095367432,0.345520555973053,0.0944794535636902,-0.0944794535636902,Good
A girl dancing on a sandy beach.,A girl is on a sandy beach.,0.7199999809265136,0.8465403318405151,0.1265403509140015,0.1265403509140015,Fair
The woman is drinking lemonade and watching T.V.,The man is sitting drinking coffee.,0.0800000011920929,0.1682114154100418,0.08821141421794891,0.08821141421794891,Good
The young adult are cold,Asian children are playing with a dog.,0.04000000059604645,0.08755039423704147,0.047550393640995024,0.047550393640995024,Excellent
A sad man is jumping over a small stream to meet his companion on the other side.,A man is jumping over a stream to meet his companion on the other side.,0.7599999904632568,0.858123779296875,0.09812378883361816,0.09812378883361816,Good
A woman is bungee jumping.,A girl is bungee jumping.,0.8399999618530274,0.7944332361221313,0.04556672573089604,-0.04556672573089604,Excellent
A clown performs for brother and sister as the rest of the party watches.,A blond-haired child performing on the trumpet in front of a house while his younger brother watches.,0.24000000953674316,0.44857320189476013,0.20857319235801697,0.20857319235801697,Poor
Four girls happily walk down a sidewalk.,Three young girls walk down a sidewalk.,0.6800000190734863,0.6925361752510071,0.012536156177520796,0.012536156177520796,Excellent
a group of navy seals are singing,A group of military personnel are playing in a brass quintet.,0.48000001907348633,0.46387892961502075,0.016121089458465576,-0.016121089458465576,Excellent
A man playing the violin in the rain.,A man playing the guitar in the rain.,0.6400000095367432,0.8096126317977905,0.16961262226104734,0.16961262226104734,Fair
The people are leaving the airplane.,The people are entering the plane.,0.4400000095367432,0.6938186287879944,0.2538186192512512,0.2538186192512512,Poor
The dogs are chasing a cat.,The dogs are chasing a black cat.,0.8800000190734864,0.8696345090866089,0.010365509986877464,-0.010365509986877464,Excellent
the tan dog is playing with the red dog out in the snow,A yellow dog is playing in the snow.,0.5199999809265137,0.6151379346847534,0.09513795375823975,0.09513795375823975,Good
a girl with vases in the background inside her house,The girl is standing as the other girl with glasses works on her hand painting.,0.04000000059604645,0.3007347285747528,0.26073472797870634,0.26073472797870634,Poor
A person sitting in an office takes a picture.,A woman is sitting in an office.,0.6400000095367432,0.6302289366722107,0.009771072864532493,-0.009771072864532493,Excellent
People rock jumping into water while people fish in the background.,Two people watching the water.,0.4400000095367432,0.483711302280426,0.04371129274368285,0.04371129274368285,Excellent
A blonde woman looks for medical supplies for work in a suitcase.,The blond woman is searching for medical supplies in a suitcase.,1.0,0.9266923666000366,0.07330763339996338,-0.07330763339996338,Good
A boy is at school taking a test.,The boy is taking a test at school.,1.0,0.9778554439544678,0.022144556045532227,-0.022144556045532227,Excellent
An old man wearing a hat stands outside a shop door.,a man in an oversized shirt sits at a shop,0.4400000095367432,0.43462109565734863,0.005378913879394542,-0.005378913879394542,Excellent
